text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
Multimodal Transformer-based Model for Buchwald-Hartwig and Suzuki-Miyaura Reaction Yield Prediction,1,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.7878775596618652,11.0,128.0,139.0,"['cs.AI', 'stat.ML', 'cs.LG']"
A further improvement of a minimax theorem of Borenshtein and Shulman,0,0,0,1,0,optimization and control,0.6790468692779541,4.0,125.0,129.0,['math.OC']
On $w$-mixtures: Finite convex combinations of prescribed component distributions,0,0,1,0,0,"optimization and control, statistics machine learning",0.6917142868041992,8.0,124.0,132.0,"['stat.ML', 'math.OC']"
Distance Weighted Supervised Learning for Offline Interaction Data,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.6957354545593262,11.0,117.0,128.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Estimation of the Mean Function of Functional Data via Deep Neural Networks,0,0,1,0,1,"statistics machine learning, computational machine learning",1.071530818939209,8.0,121.0,129.0,"['stat.ML', 'cs.LG']"
Combining Contrastive and Non-Contrastive Losses for Fine-Tuning Pretrained Models in Speech Analysis,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",1.5410089492797852,16.0,128.0,144.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
UniMSE: Towards Unified Multimodal Sentiment Analysis and Emotion Recognition,0,1,0,0,0,"artificial intelligence, computational machine learning",0.6758248805999756,7.0,123.0,130.0,"['cs.AI', 'cs.LG']"
RF-LighGBM: A probabilistic ensemble way to predict customer repurchase behaviour in community e-commerce,1,0,1,0,0,"artificial intelligence, computational machine learning, statistics machine learning",3.537092685699463,11.0,129.0,140.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Why Unsupervised Deep Networks Generalize,1,0,1,0,1,"artificial intelligence, computational machine learning",0.7068722248077393,7.0,116.0,123.0,"['cs.AI', 'cs.LG']"
A new scaling MCDA procedure putting together pairwise comparison tables and the deck of cards method,0,0,0,1,0,optimization and control,0.5398342609405518,4.0,126.0,130.0,['math.OC']
Projection-Free Non-Smooth Convex Programming,0,0,0,1,0,optimization and control,0.6984426975250244,4.0,116.0,120.0,['math.OC']
Probable convexity and its application to Correlated Topic Models,0,0,1,0,1,"statistics machine learning, optimization and control, computational machine learning",0.66408371925354,12.0,120.0,132.0,"['stat.ML', 'math.OC', 'cs.LG']"
Neural Networks for Relational Data,1,0,1,0,0,"artificial intelligence, computational machine learning",0.6524090766906738,7.0,114.0,121.0,"['cs.AI', 'cs.LG']"
COM2SENSE: A Commonsense Reasoning Benchmark with Complementary Sentences,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.647557258605957,12.0,124.0,136.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Consistency of l1 recovery from noisy deterministic measurements,0,0,0,1,0,"statistics machine learning, optimization and control",0.7986814975738525,8.0,118.0,126.0,"['stat.ML', 'math.OC']"
"Consideration on Example 2 of ""An Algorithm of General Fuzzy InferenceWith The Reductive Property""",1,0,0,0,0,"artificial intelligence, computational machine learning",0.4855620861053467,7.0,130.0,137.0,"['cs.AI', 'cs.LG']"
Jointly Modeling Aspect and Polarity for Aspect-based Sentiment Analysis in Persian Reviews,1,1,0,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.806143045425415,11.0,124.0,135.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Weight Sharing is Crucial to Succesful Optimization,0,0,1,0,0,optimization and control,0.5791497230529785,4.0,118.0,122.0,['math.OC']
Variational (Gradient) Estimate of the Score Function in Energy-based Latent Variable Models,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.8772983551025391,11.0,125.0,136.0,"['cs.AI', 'stat.ML', 'cs.LG']"
AILAB-Udine@SMM4H 22: Limits of Transformers and BERT Ensembles,0,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.7512800693511963,16.0,130.0,146.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Quality of syntactic implication of RL-based sentence summarization,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.8969345092773438,16.0,119.0,135.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Learning to Taste: A Multimodal Wine Dataset,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.7159545421600342,11.0,118.0,129.0,"['cs.AI', 'stat.ML', 'cs.LG']"
BRUMS at SemEval-2020 Task 3: Contextualised Embeddings for Predicting the (Graded) Effect of Context in Word Similarity,1,1,0,0,0,"computation and language, statistics machine learning, computational machine learning",0.7813920974731445,13.0,141.0,154.0,"['cs.CL', 'stat.ML', 'cs.LG']"
SAIDS: A Novel Approach for Sentiment Analysis Informed of Dialect and Sarcasm,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7786507606506348,12.0,127.0,139.0,"['cs.AI', 'cs.CL', 'stat.ML']"
A Cross-Conformal Predictor for Multi-label Classification,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.6789827346801758,11.0,117.0,128.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Combining the Causal Judgments of Experts with Possibly Different Focus Areas,1,0,0,0,0,"artificial intelligence, statistics machine learning",0.7290425300598145,7.0,121.0,128.0,"['cs.AI', 'stat.ML']"
Numerical Methods for Large-Scale Optimal Transport,0,0,0,1,0,optimization and control,0.5914850234985352,4.0,116.0,120.0,['math.OC']
A higher order model for image restoration: the one dimensional case,0,0,0,1,0,computational machine learning,0.7049424648284912,5.0,120.0,125.0,['cs.LG']
Measuring Data,1,0,1,0,0,statistics machine learning,0.6358003616333008,4.0,110.0,114.0,['stat.ML']
An adaptive discretization method solving semi-infinite optimization problems with quadratic rate of convergence,0,0,0,1,0,optimization and control,0.5874698162078857,4.0,124.0,128.0,['math.OC']
A Sui Generis QA Approach using RoBERTa for Adverse Drug Event Identification,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.8960170745849609,16.0,126.0,142.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Can ChatGPT be used to generate scientific hypotheses?,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7763569355010986,12.0,118.0,130.0,"['cs.AI', 'cs.CL', 'stat.ML']"
DGA-Net Dynamic Gaussian Attention Network for Sentence Semantic Matching,1,1,0,0,0,"artificial intelligence, computational machine learning",0.7274835109710693,7.0,119.0,126.0,"['cs.AI', 'cs.LG']"
Multilingual BERT Post-Pretraining Alignment,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.6940171718597412,12.0,117.0,129.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Understanding and Detecting Supporting Arguments of Diverse Types,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.6249508857727051,12.0,117.0,129.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Federated Myopic Community Detection with One-shot Communication,0,0,1,0,1,"artificial intelligence, computational machine learning, statistics machine learning",0.5885457992553711,11.0,118.0,129.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Do Language Models Know the Way to Rome?,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.9614665508270264,12.0,117.0,129.0,"['cs.AI', 'cs.CL', 'stat.ML']"
The emergence of Explainability of Intelligent Systems: Delivering Explainable and Personalised Recommendations for Energy Efficiency,1,0,0,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.897942066192627,11.0,128.0,139.0,"['cs.AI', 'stat.ML', 'cs.LG']"
A framework for lexical representation,0,1,0,0,0,computation and language,1.1396467685699463,5.0,113.0,118.0,['cs.CL']
CS-UM6P at SemEval-2022 Task 6: Transformer-based Models for Intended Sarcasm Detection in English and Arabic,0,1,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.7000179290771484,12.0,136.0,148.0,"['cs.AI', 'cs.CL', 'cs.LG']"
A space-time pseudospectral discretization method for solving diffusion optimal control problems with two-sided fractional derivatives,0,0,0,1,0,"optimization and control, computational machine learning",0.6414918899536133,8.0,128.0,136.0,"['math.OC', 'cs.LG']"
Fight Fire with Fire: Fine-tuning Hate Detectors using Large Samples of Generated Hate Speech,1,1,0,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.8572518825531006,11.0,126.0,137.0,"['cs.AI', 'stat.ML', 'cs.LG']"
A Better Way to Do Masked Language Model Scoring,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",1.0233972072601318,16.0,119.0,135.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Multi-Grid Schemes for Multi-Scale Coordination of Energy Systems,0,0,0,1,0,optimization and control,0.8463785648345947,4.0,121.0,125.0,['math.OC']
Cross-Lingual Ability of Multilingual Masked Language Models: A Study of Language Structure,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",1.1060924530029297,16.0,126.0,142.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Exploiting the Relationship Between Kendall's Rank Correlation and Cosine Similarity for Attribution Protection,1,0,1,0,0,"statistics machine learning, optimization and control",1.765613079071045,8.0,127.0,135.0,"['stat.ML', 'math.OC']"
Deep Probabilistic Ensembles: Approximate Variational Inference through KL Regularization,0,0,1,0,1,"statistical machine learning, computational machine learning",0.7346317768096924,9.0,125.0,134.0,['cs.LG']
EDD: Efficient Differentiable DNN Architecture and Implementation Co-search for Embedded AI Solutions,0,0,1,0,0,"artificial intelligence, computational machine learning",0.6812059879302979,7.0,126.0,133.0,"['cs.AI', 'cs.LG']"
Learning to Approximate a Bregman Divergence,0,0,1,0,1,"optimization and control, computational machine learning",0.662649393081665,8.0,118.0,126.0,"['math.OC', 'cs.LG']"
Persona Authentication through Generative Dialogue,0,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7446284294128418,12.0,114.0,126.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Skeptical Deep Learning with Distribution Correction,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.7198929786682129,11.0,116.0,127.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Causal policy ranking,1,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.6976222991943359,11.0,112.0,123.0,"['cs.AI', 'stat.ML', 'cs.LG']"
KGTrust: Evaluating Trustworthiness of SIoT via Knowledge Enhanced Graph Neural Networks,1,0,0,0,0,"artificial intelligence, computational machine learning",0.6922907829284668,7.0,125.0,132.0,"['cs.AI', 'cs.LG']"
How does this interaction affect me? Interpretable attribution for feature interactions,0,0,1,0,1,"artificial intelligence, computational machine learning",0.9998393058776855,7.0,122.0,129.0,"['cs.AI', 'cs.LG']"
Improving Chess Commentaries by Combining Language Models with Symbolic Reasoning Engines,0,1,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.8719780445098877,12.0,122.0,134.0,"['cs.AI', 'cs.CL', 'cs.LG']"
A posteriori probabilistic feasibility guarantees for Nash equilibria in uncertain multi-agent games,0,0,0,1,0,optimization and control,0.5696549415588379,4.0,124.0,128.0,['math.OC']
Geometry of the Loss Landscape in Overparameterized Neural Networks: Symmetries and Invariances,0,0,1,0,0,"artificial intelligence, computational machine learning, statistics machine learning",0.8563430309295654,11.0,127.0,138.0,"['cs.AI', 'stat.ML', 'cs.LG']"
AIDE: An algorithm for measuring the accuracy of probabilistic inference algorithms,1,0,1,0,1,"statistics machine learning, computational machine learning",0.6625328063964844,8.0,122.0,130.0,"['stat.ML', 'cs.LG']"
On the Trustworthiness of Tree Ensemble Explainability Methods,0,0,1,0,0,"artificial intelligence, computational machine learning",0.6695964336395264,7.0,118.0,125.0,"['cs.AI', 'cs.LG']"
"A Comprehensive Survey on Affective Computing; Challenges, Trends, Applications, and Future Directions",1,0,0,0,0,"artificial intelligence, computational machine learning",0.5501782894134521,7.0,125.0,132.0,"['cs.AI', 'cs.LG']"
Cost-aware learning of relevant contextual variables within Bayesian optimization,0,0,1,0,1,"optimization and control, computational machine learning",0.9956817626953125,8.0,118.0,126.0,"['math.OC', 'cs.LG']"
Imagined versus Remembered Stories: Quantifying Differences in Narrative Flow,1,1,0,0,0,"computation and language, artificial intelligence",0.6425011157989502,8.0,121.0,129.0,"['cs.AI', 'cs.CL']"
Analogue of Pontryagin's maximum principle for multiple integrals minimization problems,0,0,0,1,0,optimization and control,0.6383678913116455,4.0,124.0,128.0,['math.OC']
An introduction to the Europe Media Monitor family of applications,0,1,0,0,0,none,0.6284348964691162,2.0,118.0,120.0,[]
A Review of Location Encoding for GeoAI: Methods and Applications,0,0,1,0,0,artificial intelligence,0.9105191230773926,3.0,120.0,123.0,['cs.AI']
Learning and Optimization with Submodular Functions,0,0,1,0,0,optimization and control,0.7214643955230713,4.0,116.0,120.0,['math.OC']
Towards Faithful Neural Network Intrinsic Interpretation with Shapley Additive Self-Attribution,0,0,1,0,0,"artificial intelligence, computational machine learning, statistics machine learning",0.8745768070220947,11.0,126.0,137.0,"['cs.AI', 'stat.ML', 'cs.LG']"
DKP-AOM: results for OAEI 2015,1,0,0,0,0,artificial intelligence,0.70882248878479,3.0,121.0,124.0,['cs.AI']
Learning-to-Rank with Partitioned Preference: Fast Estimation for the Plackett-Luce Model,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.780601978302002,11.0,128.0,139.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Denoising Diffusion Probabilistic Models,0,0,1,0,1,"artificial intelligence, computational machine learning, statistics machine learning",1.2764475345611572,11.0,117.0,128.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Fast Approximate Geodesics for Deep Generative Models,0,0,1,0,1,"artificial intelligence, computational machine learning",0.661552906036377,7.0,119.0,126.0,"['cs.AI', 'cs.LG']"
Intervention Efficient Algorithm for Two-Stage Causal MDPs,1,0,1,0,0,"optimization and control, computational machine learning",0.5596609115600586,8.0,120.0,128.0,"['math.OC', 'cs.LG']"
