text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
KGTrust: Evaluating Trustworthiness of SIoT via Knowledge Enhanced Graph Neural Networks,1,0,0,0,0,"artificial intelligence, statistics machine learning, computational machine learning
",1.1150941848754883,11.0,110.0,121.0,"['cs.AI', 'stat.ML', 'cs.LG']"
How does this interaction affect me? Interpretable attribution for feature interactions,0,0,1,0,1,"- artificial intelligence
- statistics machine learning
- computational machine learning
",0.6656622886657715,14.0,107.0,121.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Improving Chess Commentaries by Combining Language Models with Symbolic Reasoning Engines,0,1,0,0,0,"artificial intelligence, computation and language
",1.113250494003296,7.0,106.0,113.0,"['cs.AI', 'cs.CL']"
A posteriori probabilistic feasibility guarantees for Nash equilibria in uncertain multi-agent games,0,0,0,1,0,"optimization and control, computational machine learning
",1.1995437145233154,8.0,108.0,116.0,"['math.OC', 'cs.LG']"
Geometry of the Loss Landscape in Overparameterized Neural Networks: Symmetries and Invariances,0,0,1,0,0,"statistics machine learning, computational machine learning
",1.0944547653198242,8.0,112.0,120.0,"['stat.ML', 'cs.LG']"
AIDE: An algorithm for measuring the accuracy of probabilistic inference algorithms,1,0,1,0,1,"statistics machine learning, artificial intelligence, computational machine learning
",1.1946442127227783,11.0,107.0,118.0,"['cs.AI', 'stat.ML', 'cs.LG']"
On the Trustworthiness of Tree Ensemble Explainability Methods,0,0,1,0,0,"statistics machine learning, computational machine learning
",1.112488031387329,8.0,104.0,112.0,"['stat.ML', 'cs.LG']"
"A Comprehensive Survey on Affective Computing; Challenges, Trends, Applications, and Future Directions",1,0,0,0,0,"artificial intelligence, computation and language, statistics machine learning
",1.1533102989196777,11.0,111.0,122.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Cost-aware learning of relevant contextual variables within Bayesian optimization,0,0,1,0,1,"optimization and control, computational machine learning, statistics machine learning
",0.6384506225585938,12.0,105.0,117.0,"['stat.ML', 'math.OC', 'cs.LG']"
Imagined versus Remembered Stories: Quantifying Differences in Narrative Flow,1,1,0,0,0,"computation and language
",1.1617639064788818,4.0,107.0,111.0,['cs.CL']
Analogue of Pontryagin's maximum principle for multiple integrals minimization problems,0,0,0,1,0,"optimization and control
",0.551429271697998,4.0,109.0,113.0,['math.OC']
An introduction to the Europe Media Monitor family of applications,0,1,0,0,0,"computation and language
",1.3591375350952148,4.0,104.0,108.0,['cs.CL']
A Review of Location Encoding for GeoAI: Methods and Applications,0,0,1,0,0,"- artificial intelligence
- computational machine learning
",0.7899801731109619,9.0,106.0,115.0,"['cs.AI', 'cs.LG']"
Learning and Optimization with Submodular Functions,0,0,1,0,0,"- artificial intelligence
- statistics machine learning
- optimization and control
- computational machine learning
",1.2579102516174316,19.0,101.0,120.0,"['cs.AI', 'stat.ML', 'math.OC', 'cs.LG']"
Towards Faithful Neural Network Intrinsic Interpretation with Shapley Additive Self-Attribution,0,0,1,0,0,"statistics machine learning, computational machine learning, artificial intelligence
",1.1534559726715088,11.0,107.0,118.0,"['cs.AI', 'stat.ML', 'cs.LG']"
DKP-AOM: results for OAEI 2015,1,0,0,0,0,"artificial intelligence, computation and language
",0.8717038631439209,7.0,110.0,117.0,"['cs.AI', 'cs.CL']"
Learning-to-Rank with Partitioned Preference: Fast Estimation for the Plackett-Luce Model,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.7091648578643799,8.0,115.0,123.0,"['stat.ML', 'cs.LG']"
Denoising Diffusion Probabilistic Models,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.5035381317138672,8.0,101.0,109.0,"['stat.ML', 'cs.LG']"
Fast Approximate Geodesics for Deep Generative Models,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.1125056743621826,8.0,104.0,112.0,"['stat.ML', 'cs.LG']"
Intervention Efficient Algorithm for Two-Stage Causal MDPs,1,0,1,0,0,"optimization and control, computational machine learning
",1.1237165927886963,8.0,105.0,113.0,"['math.OC', 'cs.LG']"
Stochastic differential switching game in infinite horizon,0,0,0,1,0,"optimization and control
",1.088085651397705,4.0,101.0,105.0,['math.OC']
Nonsmooth Analysis and Optimization,0,0,0,1,0,"optimization and control
",1.1066691875457764,4.0,100.0,104.0,['math.OC']
An improvement to a result about graph isomorphism networks using the prime factorization theorem,0,0,1,0,0,"computational machine learning
",0.8755278587341309,4.0,108.0,112.0,['cs.LG']
Sparsity Turns Adversarial: Energy and Latency Attacks on Deep Neural Networks,0,0,1,0,1,"artificial intelligence, statistics machine learning",1.2369983196258545,6.0,110.0,116.0,"['cs.AI', 'stat.ML']"
Exploring and Interacting with the Set of Good Sparse Generalized Additive Models,1,0,1,0,1,"statistics machine learning, computational machine learning
",1.075380563735962,8.0,107.0,115.0,"['stat.ML', 'cs.LG']"
Recognizing Implicit Discourse Relations via Repeated Reading: Neural Networks with Multi-Level Attention,1,1,0,0,0,"computation and language, artificial intelligence, statistics machine learning
",1.0887222290039062,11.0,109.0,120.0,"['cs.AI', 'cs.CL', 'stat.ML']"
On the Difference of BERT-style and CLIP-style Text Encoders,0,1,0,0,0,"computation and language, artificial intelligence
",1.1061935424804688,7.0,108.0,115.0,"['cs.AI', 'cs.CL']"
A Wolf in Sheep's Clothing: Generalized Nested Jailbreak Prompts can Fool Large Language Models Easily,0,1,0,0,0,"artificial intelligence, computation and language
",1.1601839065551758,7.0,114.0,121.0,"['cs.AI', 'cs.CL']"
DomiKnowS: A Library for Integration of Symbolic Domain Knowledge in Deep Learning,1,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",1.2194023132324219,15.0,110.0,125.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
DISTO: Evaluating Textual Distractors for Multi-Choice Questions using Negative Sampling based Approach,1,1,0,0,0,"computation and language, artificial intelligence
",1.0710692405700684,7.0,112.0,119.0,"['cs.AI', 'cs.CL']"
Control with adaptive Q-learning,0,0,1,0,0,"artificial intelligence, statistics machine learning, optimization and control, computational machine learning
",1.1842434406280518,15.0,100.0,115.0,"['cs.AI', 'stat.ML', 'math.OC', 'cs.LG']"
Minimal Variance Sampling with Provable Guarantees for Fast Training of Graph Neural Networks,0,0,1,0,1,"statistics machine learning, computational machine learning
",15.96378493309021,8.0,109.0,117.0,"['stat.ML', 'cs.LG']"
Deep Voice 2: Multi-Speaker Neural Text-to-Speech,0,1,0,0,0,"- artificial intelligence
- computation and language
- statistics machine learning
",1.2659657001495361,14.0,108.0,122.0,"['cs.AI', 'cs.CL', 'stat.ML']"
What Do Graph Convolutional Neural Networks Learn?,1,0,1,0,1,"computational machine learning, statistics machine learning, artificial intelligence
",1.1667931079864502,11.0,103.0,114.0,"['cs.AI', 'stat.ML', 'cs.LG']"
D4: a Chinese Dialogue Dataset for Depression-Diagnosis-Oriented Chat,0,1,0,0,0,"computation and language
artificial intelligence
statistics machine learning
",1.09035325050354,11.0,108.0,119.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Exploring Spatial-Temporal Variations of Public Discourse on Social Media: A Case Study on the First Wave of the Coronavirus Pandemic in Italy,0,1,0,0,0,"computation and language
",1.046205759048462,4.0,119.0,123.0,['cs.CL']
Soil Organic Carbon Estimation from Climate-related Features with Graph Neural Network,1,0,1,0,0,"statistics machine learning, computational machine learning
",1.1031646728515625,8.0,107.0,115.0,"['stat.ML', 'cs.LG']"
Expected Scalarised Returns Dominance: A New Solution Concept for Multi-Objective Decision Making,1,0,1,0,0,"optimization and control
",1.12044358253479,4.0,111.0,115.0,['math.OC']
Coordinate Descent Algorithms,0,0,0,1,0,"optimization and control, computational machine learning
",1.1742215156555176,8.0,97.0,105.0,"['math.OC', 'cs.LG']"
Adaptive Data Analysis with Correlated Observations,0,0,1,0,0,"statistics machine learning, computational machine learning
",1.248647689819336,8.0,101.0,109.0,"['stat.ML', 'cs.LG']"
Semi-Supervised Cascaded Clustering for Classification of Noisy Label Data,1,0,1,0,0,"statistics machine learning, computational machine learning
",1.2453184127807617,8.0,108.0,116.0,"['stat.ML', 'cs.LG']"
Learning from Partially Annotated Data: Example-aware Creation of Gap-filling Exercises for Language Learning,0,1,0,0,0,"computation and language, artificial intelligence, computational machine learning
",0.6941680908203125,11.0,112.0,123.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Soft Gazetteers for Low-Resource Named Entity Recognition,0,1,0,0,0,"computation and language, artificial intelligence, computational machine learning
",1.1870355606079102,11.0,104.0,115.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Classification with Rejection Based on Cost-sensitive Classification,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.0993826389312744,8.0,103.0,111.0,"['stat.ML', 'cs.LG']"
A Reason Maintenace System Dealing with Vague Data,1,0,0,0,0,"artificial intelligence
",1.0962166786193848,3.0,105.0,108.0,['cs.AI']
Audience-specific Explanations for Machine Translation,1,1,0,0,0,"computation and language, artificial intelligence, statistics machine learning
",0.846552848815918,11.0,102.0,113.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Unsupervised Feature Based Algorithms for Time Series Extrinsic Regression,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.0901165008544922,8.0,106.0,114.0,"['stat.ML', 'cs.LG']"
A textual transform of multivariate time-series for prognostics,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.1311681270599365,8.0,106.0,114.0,"['stat.ML', 'cs.LG']"
Introducing the Attribution Stability Indicator: a Measure for Time Series XAI Attributions,1,0,1,0,0,"statistics machine learning, computational machine learning
",1.14182448387146,8.0,109.0,117.0,"['stat.ML', 'cs.LG']"
Measuring and Reducing Model Update Regression in Structured Prediction for NLP,1,1,1,0,0,"computation and language, statistics machine learning
",1.159719705581665,8.0,105.0,113.0,"['cs.CL', 'stat.ML']"
Boosting Graph Structure Learning with Dummy Nodes,0,0,1,0,0,"computational machine learning, statistics machine learning
",1.222642183303833,8.0,102.0,110.0,"['stat.ML', 'cs.LG']"
RaLLe: A Framework for Developing and Evaluating Retrieval-Augmented Large Language Models,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning
",1.4391751289367676,11.0,111.0,122.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Resource-Aware Pareto-Optimal Automated Machine Learning Platform,1,0,1,0,0,"statistics machine learning, artificial intelligence, computational machine learning
",0.6834931373596191,11.0,104.0,115.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Modelling and Explaining Legal Case-based Reasoners through Classifiers,1,0,0,0,0,"artificial intelligence, computation and language, statistics machine learning
",1.2701339721679688,11.0,107.0,118.0,"['cs.AI', 'cs.CL', 'stat.ML']"
A Kernel Theory of Modern Data Augmentation,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.3013296127319336,8.0,102.0,110.0,"['stat.ML', 'cs.LG']"
A Fully Problem-Dependent Regret Lower Bound for Finite-Horizon MDPs,0,0,1,0,0,"optimization and control, computational machine learning
",1.163841724395752,8.0,109.0,117.0,"['math.OC', 'cs.LG']"
Learning to Detect Opinion Snippet for Aspect-Based Sentiment Analysis,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",0.712022066116333,15.0,106.0,121.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
"Version 2.0 -- cashocs: A Computational, Adjoint-Based Shape Optimization and Optimal Control Software",0,0,0,1,0,"optimization and control, computational machine learning
",0.6836540699005127,8.0,117.0,125.0,"['math.OC', 'cs.LG']"
No Offense Taken: Eliciting Offensiveness from Language Models,1,1,0,0,0,"computation and language, artificial intelligence, statistics machine learning
",1.1355350017547607,11.0,107.0,118.0,"['cs.AI', 'cs.CL', 'stat.ML']"
GNN-LM: Language Modeling based on Global Contexts via GNN,0,1,0,0,0,"computation and language, statistics machine learning, artificial intelligence, computational machine learning
",0.6787967681884766,15.0,109.0,124.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Incorporating Probing Signals into Multimodal Machine Translation via Visual Question-Answering Pairs,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning
",1.2098028659820557,11.0,111.0,122.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Encoder-Decoder Model for Suffix Prediction in Predictive Monitoring,1,0,1,0,0,"artificial intelligence, machine learning",1.1382603645324707,5.0,105.0,110.0,['cs.AI']
A Formal Description of Sorani Kurdish Morphology,0,1,0,0,0,"computation and language
",1.0258517265319824,4.0,102.0,106.0,['cs.CL']
Multivariate Boosted Trees and Applications to Forecasting and Control,0,0,1,0,1,"statistics machine learning, optimization and control, computational machine learning
",1.1955628395080566,12.0,104.0,116.0,"['stat.ML', 'math.OC', 'cs.LG']"
Introspective Action Advising for Interpretable Transfer Learning,0,0,1,0,0,"artificial intelligence, computational machine learning, statistics machine learning
",1.1560931205749512,11.0,104.0,115.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Pruning Algorithms to Accelerate Convolutional Neural Networks for Edge Applications: A Survey,0,0,1,0,1,"artificial intelligence, computational machine learning
",1.1788125038146973,7.0,109.0,116.0,"['cs.AI', 'cs.LG']"
"Advancing the lower bounds: An accelerated, stochastic, second-order method with optimal adaptation to inexactness",0,0,0,1,0,"optimization and control, computational machine learning
",1.2138111591339111,8.0,116.0,124.0,"['math.OC', 'cs.LG']"
Kernel Mean Shrinkage Estimators,0,0,1,0,1,"statistics machine learning, computational machine learning
",3.5705490112304688,8.0,100.0,108.0,"['stat.ML', 'cs.LG']"
DP-NMT: Scalable Differentially-Private Machine Translation,0,1,0,0,0,"computation and language, artificial intelligence
",1.1546339988708496,7.0,107.0,114.0,"['cs.AI', 'cs.CL']"
RotateQVS: Representing Temporal Information as Rotations in Quaternion Vector Space for Temporal Knowledge Graph Completion,1,0,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",1.2315092086791992,15.0,113.0,128.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
AMLNet: Adversarial Mutual Learning Neural Network for Non-AutoRegressive Multi-Horizon Time Series Forecasting,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning
",0.7279276847839355,11.0,116.0,127.0,"['cs.AI', 'stat.ML', 'cs.LG']"
A New cross-domain strategy based XAI models for fake news detection,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",0.602553129196167,15.0,108.0,123.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
